# Experimental block
# Ligand,expt_DDG,expt_dDDG
lig_CHEMBL3264999,-11.414,0.64
lig_CHEMBL3265002,-10.6173,0.64
lig_CHEMBL3265004,-10.8575,0.64
lig_CHEMBL3259820,-10.5757,0.64
lig_CHEMBL3265005,-10.3233,0.64
lig_CHEMBL3265026,-11.3613,0.64
lig_CHEMBL3265016,-11.6897,0.64
lig_CHEMBL3265017,-11.4873,0.64
lig_CHEMBL3265028,-11.0103,0.64
lig_CHEMBL3265036,-10.4179,0.64
lig_CHEMBL3265030,-11.4719,0.64
lig_CHEMBL3265027,-10.3299,0.64
lig_CHEMBL3265014,-10.4002,0.64
lig_CHEMBL3265024,-11.7847,0.64
lig_CHEMBL3265025,-10.1995,0.64
lig_CHEMBL3265034,-11.4873,0.64
lig_CHEMBL3265037,-12.7646,0.64
lig_CHEMBL3265035,-11.0766,0.64
lig_CHEMBL3265033,-11.8386,0.64
lig_CHEMBL3265032,-11.0688,0.64
lig_CHEMBL3265029,-11.1253,0.64
lig_CHEMBL3265031,-12.0789,0.64
lig_CHEMBL3265006,-9.95804,0.64
lig_CHEMBL3265009,-10.2976,0.64
lig_CHEMBL3265012,-10.5463,0.64
lig_CHEMBL3265013,-9.81322,0.64
lig_CHEMBL3264996,-10.6659,0.64
lig_CHEMBL3265008,-9.78436,0.64
lig_CHEMBL3265010,-10.1324,0.64
lig_CHEMBL3265019,-10.777,0.64
lig_CHEMBL3265022,-10.7913,0.64
lig_CHEMBL3265020,-11.0033,0.64
lig_CHEMBL3265023,-10.4772,0.64
lig_CHEMBL3265021,-10.8907,0.64
lig_CHEMBL3265018,-11.1877,0.64
 
# Calculated block
# Ligand1,Ligand2,calc_DDG,calc_dDDG(MBAR),calc_dDDG(additional)
lig_CHEMBL3265020,lig_CHEMBL3265023,0.2714,0.1119,0.0
lig_CHEMBL3259820,lig_CHEMBL3265013,1.358,0.09,0.0
lig_CHEMBL3265005,lig_CHEMBL3265006,-1.3915,0.1462,0.0
lig_CHEMBL3265005,lig_CHEMBL3265009,-0.6713,0.087,0.0
lig_CHEMBL3265017,lig_CHEMBL3265021,0.9671,0.0568,0.0
lig_CHEMBL3265017,lig_CHEMBL3265022,0.1016,0.2741,0.0
lig_CHEMBL3265021,lig_CHEMBL3265023,0.2603,0.047,0.0
lig_CHEMBL3265008,lig_CHEMBL3265009,-0.2859,0.1485,0.0
lig_CHEMBL3265016,lig_CHEMBL3265017,-0.4019,0.039,0.0
lig_CHEMBL3265016,lig_CHEMBL3265018,-0.4918,0.0943,0.0
lig_CHEMBL3265018,lig_CHEMBL3265020,2.3006,0.1784,0.0
lig_CHEMBL3265019,lig_CHEMBL3265021,3.0257,0.0471,0.0
lig_CHEMBL3265020,lig_CHEMBL3265021,-0.2188,0.0514,0.0
