# Experimental block
# Ligand,expt_DDG,expt_dDDG
lig_CHEMBL3264999,-11.414,0.64
lig_CHEMBL3265002,-10.6173,0.64
lig_CHEMBL3265004,-10.8575,0.64
lig_CHEMBL3259820,-10.5757,0.64
lig_CHEMBL3265005,-10.3233,0.64
lig_CHEMBL3265026,-11.3613,0.64
lig_CHEMBL3265016,-11.6897,0.64
lig_CHEMBL3265017,-11.4873,0.64
lig_CHEMBL3265028,-11.0103,0.64
lig_CHEMBL3265036,-10.4179,0.64
lig_CHEMBL3265030,-11.4719,0.64
lig_CHEMBL3265027,-10.3299,0.64
lig_CHEMBL3265014,-10.4002,0.64
lig_CHEMBL3265024,-11.7847,0.64
lig_CHEMBL3265025,-10.1995,0.64
lig_CHEMBL3265034,-11.4873,0.64
lig_CHEMBL3265037,-12.7646,0.64
lig_CHEMBL3265035,-11.0766,0.64
lig_CHEMBL3265033,-11.8386,0.64
lig_CHEMBL3265032,-11.0688,0.64
lig_CHEMBL3265029,-11.1253,0.64
lig_CHEMBL3265031,-12.0789,0.64
lig_CHEMBL3265006,-9.95804,0.64
lig_CHEMBL3265009,-10.2976,0.64
lig_CHEMBL3265012,-10.5463,0.64
lig_CHEMBL3265013,-9.81322,0.64
lig_CHEMBL3264996,-10.6659,0.64
lig_CHEMBL3265008,-9.78436,0.64
lig_CHEMBL3265010,-10.1324,0.64
lig_CHEMBL3265019,-10.777,0.64
lig_CHEMBL3265022,-10.7913,0.64
lig_CHEMBL3265020,-11.0033,0.64
lig_CHEMBL3265023,-10.4772,0.64
lig_CHEMBL3265021,-10.8907,0.64
lig_CHEMBL3265018,-11.1877,0.64
 
# Calculated block
# Ligand1,Ligand2,calc_DDG,calc_dDDG(MBAR),calc_dDDG(additional)
lig_CHEMBL3265029,lig_CHEMBL3265035,-1.1092,0.1653,0.0
lig_CHEMBL3265031,lig_CHEMBL3265034,-1.4396,0.1926,0.0
lig_CHEMBL3265024,lig_CHEMBL3265026,-0.9333,0.2042,0.0
lig_CHEMBL3265031,lig_CHEMBL3265032,-0.2304,0.1306,0.0
lig_CHEMBL3265002,lig_CHEMBL3265004,-2.1172,0.6606,0.0
lig_CHEMBL3265006,lig_CHEMBL3265009,-0.5683,0.3105,0.0
lig_CHEMBL3265012,lig_CHEMBL3265013,1.2961,0.2457,0.0
lig_CHEMBL3265017,lig_CHEMBL3265028,-0.4982,0.2628,0.0
lig_CHEMBL3265017,lig_CHEMBL3265029,-0.6643,0.3033,0.0
lig_CHEMBL3265032,lig_CHEMBL3265037,1.3629,0.3781,0.0
lig_CHEMBL3264996,lig_CHEMBL3264999,-0.3668,0.5361,0.0
lig_CHEMBL3265008,lig_CHEMBL3265010,-0.9915,0.3949,0.0
lig_CHEMBL3265009,lig_CHEMBL3265010,0.4734,0.4798,0.0
lig_CHEMBL3265012,lig_CHEMBL3265014,-0.613,0.4782,0.0
lig_CHEMBL3265019,lig_CHEMBL3265022,0.5811,0.3893,0.0
lig_CHEMBL3265020,lig_CHEMBL3265023,0.2578,0.1968,0.0
lig_CHEMBL3259820,lig_CHEMBL3265013,0.5886,0.1341,0.0
lig_CHEMBL3265005,lig_CHEMBL3265006,-2.5374,0.2175,0.0
lig_CHEMBL3265005,lig_CHEMBL3265009,-1.2308,0.2002,0.0
lig_CHEMBL3265017,lig_CHEMBL3265021,0.2712,0.1348,0.0
lig_CHEMBL3265017,lig_CHEMBL3265022,-1.1967,0.2125,0.0
lig_CHEMBL3265021,lig_CHEMBL3265023,-0.4623,0.1419,0.0
lig_CHEMBL3265008,lig_CHEMBL3265009,-2.1723,0.4863,0.0
lig_CHEMBL3265016,lig_CHEMBL3265017,0.2537,0.0995,0.0
lig_CHEMBL3265016,lig_CHEMBL3265018,-0.5167,0.2036,0.0
lig_CHEMBL3265018,lig_CHEMBL3265020,1.218,0.115,0.0
lig_CHEMBL3265019,lig_CHEMBL3265021,1.0339,0.108,0.0
lig_CHEMBL3265020,lig_CHEMBL3265021,0.2109,0.1395,0.0
