,freenrg_GROMACS,err_GROMACS,freenrg_calc,err_calc
lig_2z~lig_2w,-1.2178,0.2617,0.8844,0.2085
lig_2a~Intermediate_4,-2.6211,0.1349,-3.1847,0.2725
lig_2b~Intermediate_2,0.7647,0.2306,0.857,0.3533
lig_2w~Intermediate_10,0.7746,0.1356,0.4369,0.0565
lig_2d~Intermediate,6.6079,0.6026,8.7261,0.1147
lig_2d~Intermediate_5,3.9165,0.7294,4.0199,0.5245
lig_2d~Intermediate_8,1.0352,0.1502,2.6625,0.2419
lig_2ii~lig_2hh,-0.1462,0.0347,-0.0877,0.0141
lig_2ii~Intermediate_6,0.9986,0.2753,1.0557,0.0852
lig_2hh~Intermediate_10,3.381,0.2273,3.1296,0.1465
Intermediate~Intermediate_3,-5.6649,0.267,-7.0096,0.3673
Intermediate~Intermediate_5,-1.6881,0.1861,-1.8936,0.0428
Intermediate_1~Intermediate_4,-0.8718,0.1447,-0.2841,0.0525
Intermediate_2~Intermediate_10,0.2542,0.0553,0.4455,0.0336
Intermediate_6~Intermediate_10,2.6675,0.2532,2.1592,0.2139
Intermediate_7~Intermediate_8,0.5776,0.4194,0.6848,0.027
Intermediate_8~Intermediate_10,-2.0204,0.2759,-2.06,0.1189
