,freenrg_AMBER,err_AMBER,freenrg_calc,err_calc
lig_2ii~lig_2hh,-0.1277,0.0026,-0.0877,0.0141
lig_2ii~Intermediate_6,1.0426,0.084,1.0557,0.0852
lig_2hh~Intermediate_10,2.0796,0.2258,3.1296,0.1465
Intermediate~Intermediate_3,-3.6328,0.0697,-7.0096,0.3673
Intermediate~Intermediate_5,-0.7631,0.1359,-1.8936,0.0428
Intermediate_1~Intermediate_4,-0.5445,0.1328,-0.2841,0.0525
Intermediate_2~Intermediate_10,0.4646,0.0523,0.4455,0.0336
Intermediate_6~Intermediate_10,2.132,0.4775,2.1592,0.2139
Intermediate_7~Intermediate_8,0.6131,0.0422,0.6848,0.027
Intermediate_8~Intermediate_10,-2.1539,0.1975,-2.06,0.1189
